order_id,product_id,supplier_id,warehouse_id,order_date,delivery_date,quantity,unit_price,shipping_cost,order_status
O000714,P251,S023,W03,2025-02-27,2025-03-16,45,2270.56,240.21,Delayed
O000715,P435,S039,W13,2024-12-15,2024-12-27,128,4117.38,413.45,Delayed
O000716,P442,S069,W07,2025-01-28,2025-02-09,188,1696.13,157.22,Delayed
O000717,P127,S095,W09,2025-03-12,2025-03-16,117,1315.27,363.79,Delivered
O000718,P223,S049,W08,2025-02-14,2025-02-17,151,2360.38,361.5,Delivered
O000719,P492,S015,W14,2024-12-26,2024-12-27,37,4091.14,211.51,Delivered
O000720,P379,S081,W11,2023-07-19,2023-07-31,160,3412.03,385.31,Delayed
O000721,P356,S015,W07,2025-08-02,2025-08-10,194,3981.61,428.41,Delayed
O000722,P211,S025,W16,2023-03-20,2023-03-28,40,616.46,30.68,Delayed
O000723,P374,S059,W18,2025-08-13,2025-08-25,107,123.58,52.89,Delayed
O000724,P263,S081,W03,2025-05-05,2025-05-09,53,4388.04,235.8,Delivered
O000725,P393,S033,W10,2024-04-11,2024-04-27,164,3367.46,104.28,Delayed
O000726,P473,S013,W20,2024-08-03,2024-08-05,55,3593.47,320.42,Delivered
O000727,P151,S083,W01,2025-07-28,2025-08-01,94,4902.69,46.22,Delivered
O000728,P461,S065,W04,2024-03-24,2024-03-28,11,4417.5,434.42,Delivered
O000729,P375,S082,W07,2023-03-28,2023-04-08,153,512.3,178.84,Delayed
O000730,P319,S053,W16,2023-04-11,2023-04-14,199,39.83,386.14,Delivered
O000731,P042,S097,W02,2025-10-28,2025-11-07,98,698.11,492.74,Delayed
O000732,P011,S014,W20,2025-04-24,2025-05-06,11,2375.88,425.25,Delayed
O000733,P355,S079,W02,2023-03-28,2023-04-14,10,1856.45,453.03,Delayed
O000734,P472,S009,W10,2023-02-12,2023-02-21,50,3324.78,208.61,Delayed
O000735,P418,S065,W18,2024-02-12,2024-02-14,132,4475.93,155.71,Delivered
O000736,P045,S064,W19,2024-10-25,2024-11-12,114,1759.43,138.32,Delayed
O000737,P207,S053,W08,2025-11-06,2025-11-18,118,1058.97,180.7,Delayed
O000738,P267,S031,W12,2023-05-28,2023-06-03,12,2638.33,404.5,Delivered
O000739,P308,S030,W14,2023-10-04,2023-10-22,3,4555.5,355.51,Delayed
O000740,P083,S001,W12,2023-08-20,2023-09-02,147,874.66,189.13,Delayed
O000741,P316,S043,W20,2024-01-01,2024-01-16,133,1125.97,464.2,Delayed
O000742,P304,S010,W10,2024-03-11,2024-03-12,140,3042.12,98.31,Delivered
O000743,P284,S008,W17,2024-02-03,2024-02-11,54,4927.91,322.29,Delayed
O000744,P496,S040,W14,2024-05-13,2024-05-31,185,3740.47,126.42,Delayed
O000745,P185,S046,W13,2024-06-23,2024-07-05,145,1630.54,329.84,Delayed
O000746,P422,S056,W13,2024-07-16,2024-07-28,132,4310.73,277.05,Delayed
O000747,P398,S005,W13,2024-03-17,2024-03-18,192,4269.82,253.91,Delivered
O000748,P199,S037,W02,2025-02-11,2025-02-21,2,2341.77,325.04,Delayed
O000749,P246,S026,W03,2023-12-16,2024-01-04,103,1146.55,41.0,Delayed
O000750,P160,S049,W08,2024-06-03,2024-06-22,140,1357.77,210.3,Delayed
O000751,P184,S082,W12,2023-05-18,2023-05-29,146,3381.12,262.05,Delayed
O000752,P257,S031,W20,2025-09-18,2025-09-21,111,1402.03,227.22,Delivered
O000753,P061,S009,W09,2024-01-03,2024-01-17,104,4201.14,72.39,Delayed
O000754,P470,S009,W09,2023-12-26,2024-01-13,34,3892.82,193.43,Delayed
O000755,P225,S041,W06,2025-07-09,2025-07-15,148,437.58,88.51,Delivered
O000756,P304,S043,W04,2023-11-25,2023-12-04,109,279.64,236.63,Delayed
O000757,P140,S040,W03,2025-08-19,2025-08-28,194,1451.61,21.43,Delayed
O000758,P285,S064,W05,2024-04-07,2024-04-24,91,2591.3,107.32,Delayed
O000759,P289,S058,W04,2025-08-03,2025-08-07,69,331.19,151.79,Delivered
O000760,P289,S003,W05,2025-08-20,2025-08-24,92,1325.53,396.9,Delivered
O000761,P278,S011,W14,2025-04-15,2025-05-04,101,2191.87,62.61,Delayed
O000762,P124,S010,W15,2023-06-18,2023-07-04,163,4168.09,396.72,Delayed
O000763,P499,S048,W03,2023-08-05,2023-08-22,54,4652.72,187.8,Delayed
O000764,P070,S066,W19,2024-01-13,2024-01-16,121,3074.71,83.64,Delivered
O000765,P095,S009,W17,2023-04-29,2023-05-06,97,3642.24,124.92,Delivered
O000766,P493,S013,W14,2023-07-09,2023-07-14,91,4065.31,461.45,Delivered
O000767,P249,S084,W20,2025-02-05,2025-02-08,125,3557.01,283.72,Delivered
O000768,P212,S089,W11,2024-01-05,2024-01-17,65,2037.24,368.78,Delayed
O000769,P080,S022,W15,2023-05-29,2023-06-17,171,4797.74,456.51,Delayed
O000770,P417,S062,W12,2024-10-13,2024-10-22,158,1911.06,81.22,Delayed
O000771,P139,S021,W04,2025-02-08,2025-02-11,95,445.8,439.33,Delivered
O000772,P418,S068,W12,2024-01-09,2024-01-12,70,3988.23,400.75,Delivered
O000773,P229,S045,W09,2025-02-19,2025-03-07,175,3098.37,61.78,Delayed
O000774,P439,S064,W14,2023-06-09,2023-06-22,21,3999.18,386.22,Delayed
O000775,P229,S099,W10,2023-12-17,2023-12-23,85,4095.58,485.89,Delivered
O000776,P092,S071,W03,2025-06-10,2025-06-11,16,271.41,72.22,Delivered
O000777,P191,S063,W18,2024-06-06,2024-06-17,196,3859.17,215.53,Delayed
O000778,P006,S001,W01,2024-06-05,2024-06-23,35,2591.15,42.38,Delayed
O000779,P300,S096,W12,2025-02-21,2025-02-24,108,3840.13,338.47,Delivered
O000780,P385,S070,W14,2023-09-30,2023-10-18,86,4714.1,6.86,Delayed
O000781,P037,S009,W04,2025-07-24,2025-08-04,124,4625.84,444.45,Delayed
O000782,P470,S078,W04,2023-07-02,2023-07-17,105,3406.49,496.38,Delayed
O000783,P481,S099,W10,2024-05-02,2024-05-05,47,3224.18,26.64,Delivered
O000784,P402,S084,W04,2025-04-25,2025-05-07,185,717.34,174.87,Delayed
O000785,P102,S046,W01,2023-05-04,2023-05-16,100,2066.19,76.66,Delayed
O000786,P093,S074,W03,2025-09-11,2025-09-28,115,2528.29,17.82,Delayed
O000787,P487,S011,W15,2025-02-28,2025-03-01,34,3885.33,433.22,Delivered
O000788,P386,S014,W03,2024-02-18,2024-02-29,63,4095.75,308.19,Delayed
O000789,P193,S030,W11,2024-11-16,2024-12-01,128,3855.33,413.0,Delayed
O000790,P326,S089,W04,2023-04-23,2023-05-02,77,4531.36,65.39,Delayed
O000791,P240,S061,W15,2025-06-06,2025-06-13,116,238.71,176.68,Delivered
O000792,P155,S012,W01,2023-05-02,2023-05-13,140,2477.62,147.64,Delayed
O000793,P362,S084,W08,2023-02-08,2023-02-26,76,4337.85,430.23,Delayed
O000794,P271,S055,W08,2024-05-11,2024-05-18,8,528.75,62.18,Delivered
O000795,P334,S094,W16,2025-02-18,2025-03-08,118,3488.0,66.19,Delayed
O000796,P480,S094,W07,2025-07-31,2025-08-15,105,1550.95,451.4,Delayed
O000797,P395,S090,W04,2023-05-29,2023-06-14,40,3443.73,105.81,Delayed
O000798,P005,S076,W05,2025-10-18,2025-11-02,114,2442.74,428.74,Delayed
O000799,P339,S017,W10,2024-10-22,2024-10-26,29,236.97,124.2,Delivered
O000800,P475,S042,W19,2023-10-29,2023-11-01,46,4082.37,331.16,Delivered
O000801,P110,S038,W12,2023-08-26,2023-09-09,194,2406.43,189.87,Delayed
O000802,P377,S008,W01,2024-10-08,2024-10-11,90,483.87,331.04,Delivered
O000803,P065,S078,W02,2024-10-24,2024-11-09,72,2564.16,280.75,Delayed
O000804,P111,S045,W02,2023-08-24,2023-09-08,55,2620.58,74.89,Delayed
O000805,P041,S085,W19,2023-07-22,2023-08-10,106,38.27,132.1,Delayed
O000806,P353,S049,W04,2023-09-13,2023-09-23,101,3560.47,221.3,Delayed
O000807,P095,S071,W08,2024-08-20,2024-09-06,162,223.93,307.24,Delayed
O000808,P413,S082,W15,2024-10-23,2024-10-27,129,3431.42,387.87,Delivered
O000809,P103,S081,W16,2023-08-23,2023-09-10,101,2371.4,288.92,Delayed
O000810,P449,S012,W15,2024-06-17,2024-06-27,107,3796.65,153.8,Delayed
O000811,P253,S100,W20,2025-05-09,2025-05-25,40,3230.73,108.16,Delayed
O000812,P237,S024,W19,2025-02-08,2025-02-11,54,860.62,240.26,Delivered
O000813,P374,S085,W15,2024-06-24,2024-07-06,131,2543.09,166.64,Delayed
O000814,P128,S045,W10,2023-08-01,2023-08-20,19,4401.95,406.94,Delayed
O000815,P283,S062,W16,2024-04-07,2024-04-10,79,102.01,86.14,Delivered
O000816,P189,S027,W15,2024-03-11,2024-03-20,13,3137.65,383.93,Delayed
O000817,P041,S081,W17,2023-10-10,2023-10-17,40,1798.33,488.73,Delivered
O000818,P455,S001,W04,2023-03-29,2023-04-14,17,4986.3,344.24,Delayed
O000819,P060,S064,W17,2025-12-03,2025-12-04,152,1845.24,173.9,Delivered
O000820,P064,S011,W10,2024-04-05,2024-04-20,60,2660.71,199.66,Delayed
O000821,P491,S079,W10,2023-10-05,2023-10-07,108,1588.04,207.56,Delivered
O000822,P479,S045,W20,2024-02-25,2024-03-12,59,4712.25,118.25,Delayed
O000823,P157,S012,W08,2024-11-26,2024-12-03,79,3002.14,336.26,Delivered
O000824,P363,S070,W10,2024-05-29,2024-06-12,178,2054.17,257.76,Delayed
O000825,P358,S001,W10,2024-12-03,2024-12-05,30,4960.53,66.66,Delivered
O000826,P109,S009,W02,2023-01-19,2023-02-06,133,4578.15,119.63,Delayed
O000827,P195,S021,W04,2023-01-23,2023-01-24,39,2995.55,422.64,Delivered
O000828,P299,S044,W04,2024-02-17,2024-03-04,129,432.36,499.66,Delayed
O000829,P002,S001,W10,2025-11-19,2025-11-28,5,2139.21,418.06,Delayed
O000830,P434,S023,W06,2023-04-18,2023-04-21,69,1510.39,496.27,Delivered
O000831,P009,S019,W02,2023-05-16,2023-05-29,93,3679.22,287.62,Delayed
O000832,P189,S034,W14,2023-12-28,2023-12-30,163,1771.95,359.86,Delivered
O000833,P499,S076,W13,2023-05-09,2023-05-27,20,412.31,48.92,Delayed
O000834,P231,S074,W06,2024-05-29,2024-05-31,99,1142.83,383.5,Delivered
O000835,P478,S082,W11,2024-03-24,2024-04-01,106,4117.34,416.24,Delayed
O000836,P462,S064,W19,2025-05-23,2025-05-26,82,4770.18,316.04,Delivered
O000837,P048,S086,W14,2024-04-17,2024-05-04,17,2997.16,491.88,Delayed
O000838,P212,S008,W17,2025-10-30,2025-11-01,84,656.65,38.05,Delivered
O000839,P014,S074,W01,2023-10-29,2023-11-04,111,1179.79,77.27,Delivered
O000840,P375,S043,W06,2023-08-19,2023-08-27,52,1559.37,364.07,Delayed
O000841,P086,S014,W14,2025-07-11,2025-07-28,107,2289.77,265.24,Delayed
O000842,P283,S083,W14,2025-12-25,2025-12-31,27,3575.42,21.54,Delivered
O000843,P207,S008,W09,2025-07-25,2025-08-06,195,819.33,192.35,Delayed
O000844,P282,S067,W02,2023-04-22,2023-05-08,142,2324.59,55.61,Delayed
O000845,P271,S002,W10,2025-11-02,2025-11-08,113,3297.2,197.66,Delivered
O000846,P351,S083,W13,2024-05-14,2024-05-16,138,3162.23,126.86,Delivered
O000847,P395,S005,W14,2025-07-20,2025-07-23,27,3389.44,380.65,Delivered
O000848,P398,S074,W13,2024-08-20,2024-08-29,60,218.37,353.37,Delayed
O000849,P260,S093,W03,2023-08-22,2023-09-10,31,1850.68,204.83,Delayed
O000850,P227,S033,W19,2024-08-24,2024-09-03,28,3106.26,117.46,Delayed
O000851,P443,S048,W17,2023-11-10,2023-11-23,89,2459.14,142.65,Delayed
O000852,P352,S015,W01,2024-07-19,2024-08-01,52,4514.18,70.81,Delayed
O000853,P292,S006,W18,2025-11-01,2025-11-16,98,3834.99,142.74,Delayed
O000854,P306,S012,W17,2023-07-28,2023-08-10,170,1968.06,241.16,Delayed
O000855,P032,S073,W17,2025-11-03,2025-11-16,112,3218.99,390.05,Delayed
O000856,P123,S070,W03,2025-11-09,2025-11-15,192,812.81,93.82,Delivered
O000857,P334,S085,W09,2024-08-09,2024-08-27,11,681.86,197.27,Delayed
O000858,P098,S061,W17,2025-10-11,2025-10-18,98,85.2,180.6,Delivered
O000859,P244,S030,W16,2025-12-29,2026-01-01,104,4218.65,39.27,Delivered
O000860,P443,S082,W13,2024-11-28,2024-11-29,149,1214.08,13.66,Delivered
O000861,P451,S034,W17,2023-05-12,2023-05-24,5,4416.31,314.54,Delayed
O000862,P293,S016,W04,2025-11-09,2025-11-14,144,439.28,466.76,Delivered
O000863,P433,S047,W20,2024-06-19,2024-06-30,14,325.36,401.86,Delayed
O000864,P279,S011,W12,2025-10-10,2025-10-22,146,1067.77,444.39,Delayed
O000865,P420,S022,W03,2023-08-15,2023-08-31,13,3958.04,265.68,Delayed
O000866,P342,S002,W16,2025-04-01,2025-04-02,55,2072.55,400.94,Delivered
O000867,P434,S001,W06,2025-05-20,2025-06-07,26,4807.47,388.06,Delayed
O000868,P244,S037,W10,2024-02-09,2024-02-10,174,3195.86,362.28,Delivered
O000869,P496,S031,W17,2023-07-21,2023-07-26,176,3850.1,19.76,Delivered
O000870,P374,S005,W15,2023-02-07,2023-02-11,115,2328.09,153.98,Delivered
O000871,P108,S099,W09,2025-07-30,2025-07-31,43,4622.81,488.04,Delivered
O000872,P001,S066,W12,2023-07-07,2023-07-22,71,53.73,436.39,Delayed
O000873,P254,S060,W07,2025-12-16,2025-12-21,65,4242.84,154.28,Delivered
O000874,P127,S051,W14,2025-07-29,2025-08-05,134,1438.72,207.15,Delivered
O000875,P228,S022,W14,2025-11-09,2025-11-26,26,4587.3,400.51,Delayed
O000876,P306,S056,W09,2023-09-30,2023-10-06,16,4866.9,148.09,Delivered
O000877,P270,S086,W04,2024-08-05,2024-08-18,109,3278.31,479.49,Delayed
O000878,P058,S030,W09,2024-05-30,2024-06-14,171,1805.86,158.92,Delayed
O000879,P209,S062,W16,2024-06-09,2024-06-16,96,214.27,84.62,Delivered
O000880,P253,S089,W17,2023-12-02,2023-12-09,24,2246.01,346.37,Delivered
O000881,P254,S099,W13,2024-11-28,2024-12-11,183,3630.32,292.89,Delayed
O000882,P143,S088,W09,2025-12-14,2025-12-18,174,3059.84,114.54,Delivered
O000883,P315,S099,W15,2024-05-14,2024-06-01,16,4812.94,46.67,Delayed
O000884,P091,S046,W14,2025-06-18,2025-06-26,30,4137.17,86.64,Delayed
O000885,P256,S085,W02,2025-02-04,2025-02-23,19,545.18,62.57,Delayed
O000886,P121,S035,W08,2024-06-19,2024-07-05,198,1232.75,293.14,Delayed
O000887,P239,S033,W15,2023-06-11,2023-06-29,81,4389.66,135.76,Delayed
O000888,P209,S033,W16,2024-08-16,2024-09-01,164,544.76,326.16,Delayed
O000889,P130,S073,W14,2023-06-08,2023-06-24,129,3714.86,308.35,Delayed
O000890,P089,S059,W01,2023-03-01,2023-03-03,165,1016.31,385.73,Delivered
O000891,P328,S026,W18,2025-07-03,2025-07-17,159,1518.15,436.2,Delayed
O000892,P447,S002,W16,2023-07-30,2023-08-18,27,1704.06,357.18,Delayed
O000893,P266,S044,W19,2024-02-10,2024-02-26,17,3819.09,6.87,Delayed
O000894,P156,S020,W15,2024-10-25,2024-10-29,56,3038.36,459.84,Delivered
O000895,P122,S005,W20,2024-06-25,2024-07-08,192,2941.0,173.51,Delayed
O000896,P186,S025,W20,2025-09-24,2025-10-02,155,1305.31,50.49,Delayed
O000897,P420,S018,W05,2025-07-15,2025-07-18,44,605.86,492.36,Delivered
O000898,P370,S100,W13,2025-05-17,2025-05-20,133,1302.63,52.2,Delivered
O000899,P488,S056,W17,2023-01-19,2023-01-24,97,4681.11,127.56,Delivered
O000900,P419,S080,W19,2024-03-07,2024-03-18,15,2500.33,303.37,Delayed
O000901,P250,S003,W16,2025-01-09,2025-01-22,90,73.53,96.2,Delayed
O000902,P080,S050,W03,2023-07-02,2023-07-04,77,3022.63,75.69,Delivered
O000903,P209,S019,W01,2023-04-23,2023-04-29,164,4934.62,109.17,Delivered
O000904,P114,S030,W06,2024-04-25,2024-05-02,3,4685.12,185.99,Delivered
O000905,P052,S073,W04,2025-04-10,2025-04-14,134,2001.0,297.01,Delivered
O000906,P065,S064,W14,2025-02-01,2025-02-10,188,2169.68,276.9,Delayed
O000907,P086,S053,W07,2024-04-20,2024-05-08,99,4866.35,125.82,Delayed
O000908,P196,S002,W18,2025-02-01,2025-02-15,169,383.86,94.12,Delayed
O000909,P188,S046,W08,2025-08-28,2025-09-03,83,1699.12,383.33,Delivered
O000910,P027,S087,W14,2025-10-16,2025-10-18,63,3303.1,330.79,Delivered
O000911,P102,S099,W08,2023-06-10,2023-06-14,27,1568.27,304.63,Delivered
O000912,P149,S007,W03,2024-02-05,2024-02-20,2,301.28,26.46,Delayed
O000913,P075,S070,W06,2023-07-17,2023-07-20,115,467.53,172.54,Delivered
O000914,P031,S065,W10,2024-10-21,2024-10-25,72,3092.97,202.13,Delivered
O000915,P452,S046,W09,2025-12-06,2025-12-10,120,3218.71,282.59,Delivered
O000916,P343,S042,W17,2024-02-03,2024-02-18,95,703.78,24.21,Delayed
O000917,P044,S029,W03,2023-03-19,2023-03-30,125,3480.58,21.77,Delayed
O000918,P359,S069,W11,2023-05-04,2023-05-21,20,3596.1,197.37,Delayed
O000919,P484,S077,W07,2023-03-16,2023-03-31,78,3581.31,92.99,Delayed
O000920,P500,S079,W20,2023-05-17,2023-05-20,61,4594.73,397.02,Delivered
O000921,P500,S001,W09,2024-08-24,2024-09-03,155,2701.39,363.16,Delayed
O000922,P024,S087,W05,2025-04-16,2025-04-20,54,2903.65,8.47,Delivered
O000923,P267,S077,W19,2024-05-14,2024-05-27,121,1491.4,448.5,Delayed
O000924,P037,S075,W15,2023-05-18,2023-05-20,161,587.95,115.21,Delivered
O000925,P396,S076,W15,2023-02-19,2023-02-25,79,1303.57,60.97,Delivered
O000926,P190,S031,W12,2025-08-30,2025-09-18,115,1886.09,368.83,Delayed
O000927,P053,S020,W17,2023-09-11,2023-09-19,113,1716.91,228.61,Delayed
O000928,P489,S073,W12,2024-12-10,2024-12-16,63,2654.56,362.43,Delivered
O000929,P010,S085,W04,2024-07-16,2024-07-30,180,3673.33,337.17,Delayed
O000930,P438,S077,W09,2025-01-26,2025-02-03,119,1554.67,71.36,Delayed
O000931,P100,S005,W14,2024-06-30,2024-07-06,45,4897.94,107.49,Delivered
O000932,P414,S093,W19,2025-07-10,2025-07-22,48,71.01,326.84,Delayed
O000933,P143,S094,W14,2024-08-03,2024-08-12,113,3673.33,252.05,Delayed
O000934,P071,S042,W15,2023-02-18,2023-02-25,89,39.57,325.63,Delivered
O000935,P032,S075,W18,2025-07-05,2025-07-18,37,2654.58,295.12,Delayed
O000936,P040,S055,W06,2024-12-04,2024-12-20,168,4956.71,343.54,Delayed
O000937,P367,S032,W14,2023-09-18,2023-09-26,105,1291.68,206.22,Delayed
O000938,P455,S049,W08,2023-12-22,2024-01-05,59,4432.85,449.72,Delayed
O000939,P134,S094,W16,2024-09-29,2024-10-15,96,4992.14,97.39,Delayed
O000940,P300,S090,W06,2025-01-12,2025-01-18,22,4799.22,367.35,Delivered
O000941,P094,S039,W05,2025-10-06,2025-10-10,110,2248.81,326.85,Delivered
O000942,P236,S005,W07,2025-07-19,2025-07-23,156,4578.09,329.23,Delivered
O000943,P190,S099,W03,2024-10-02,2024-10-05,30,4021.82,129.37,Delivered
O000944,P463,S005,W10,2025-03-02,2025-03-12,105,2222.95,496.43,Delayed
O000945,P098,S004,W04,2024-09-03,2024-09-09,113,3476.66,412.02,Delivered
O000946,P176,S041,W13,2025-03-19,2025-04-06,43,1050.99,86.52,Delayed
O000947,P485,S052,W09,2024-11-16,2024-11-29,86,1776.7,224.09,Delayed
O000948,P326,S005,W12,2023-07-07,2023-07-18,6,2836.7,182.02,Delayed
O000949,P027,S076,W01,2025-09-11,2025-09-15,93,2008.91,372.44,Delivered
O000950,P124,S006,W05,2024-07-01,2024-07-09,97,1365.16,470.91,Delayed
O000951,P306,S094,W17,2024-12-25,2024-12-28,123,2876.48,11.79,Delivered
O000952,P425,S038,W03,2025-07-14,2025-07-26,22,4619.43,178.52,Delayed
O000953,P426,S051,W06,2025-05-25,2025-06-07,153,1472.54,193.61,Delayed
O000954,P068,S008,W12,2024-09-09,2024-09-20,24,4979.19,154.32,Delayed
O000955,P143,S073,W13,2024-02-18,2024-02-27,10,4707.23,85.73,Delayed
O000956,P208,S006,W17,2025-06-21,2025-06-25,104,4082.54,300.06,Delivered
O000957,P207,S081,W20,2023-06-12,2023-06-23,111,3395.3,140.45,Delayed
O000958,P085,S045,W20,2023-09-27,2023-10-05,198,816.67,256.8,Delayed
O000959,P437,S092,W08,2024-09-23,2024-10-11,130,2854.14,222.8,Delayed
O000960,P087,S098,W19,2025-06-24,2025-06-27,179,888.14,283.26,Delivered
O000961,P025,S029,W04,2023-07-24,2023-07-28,89,4161.45,186.95,Delivered
O000962,P444,S083,W06,2024-08-04,2024-08-21,145,4283.41,121.78,Delayed
O000963,P009,S027,W18,2025-04-20,2025-05-06,143,1263.74,62.1,Delayed
O000964,P310,S082,W06,2024-08-18,2024-08-25,117,400.75,453.95,Delivered
O000965,P032,S069,W07,2023-09-07,2023-09-09,139,3734.46,139.45,Delivered
O000966,P116,S006,W04,2025-05-24,2025-05-29,125,2697.31,367.0,Delivered
O000967,P063,S084,W13,2023-07-15,2023-07-16,116,3810.86,429.94,Delivered
O000968,P365,S090,W13,2024-11-20,2024-12-03,163,1779.59,392.22,Delayed
O000969,P325,S026,W20,2025-12-29,2026-01-10,36,1753.4,490.13,Delayed
O000970,P421,S048,W19,2024-09-30,2024-10-19,155,4445.77,232.53,Delayed
O000971,P349,S071,W04,2024-11-02,2024-11-10,99,1941.14,8.34,Delayed
O000972,P277,S040,W19,2025-08-01,2025-08-09,38,583.72,96.72,Delayed
O000973,P064,S004,W15,2023-07-18,2023-07-30,83,129.55,328.5,Delayed
O000974,P257,S073,W12,2024-05-06,2024-05-10,42,773.42,370.44,Delivered
O000975,P199,S062,W18,2025-06-14,2025-06-21,2,2757.48,419.57,Delivered
O000976,P070,S048,W15,2023-05-22,2023-06-07,143,2025.59,376.49,Delayed
O000977,P339,S084,W11,2023-06-14,2023-07-02,145,4114.79,20.45,Delayed
O000978,P252,S051,W11,2023-11-10,2023-11-16,37,1489.45,105.27,Delivered
O000979,P296,S014,W12,2023-01-21,2023-02-08,47,354.06,466.86,Delayed
O000980,P014,S049,W06,2025-09-10,2025-09-14,116,24.89,167.66,Delivered
O000981,P006,S018,W02,2023-11-01,2023-11-10,3,2804.98,111.94,Delayed
O000982,P187,S014,W19,2024-01-06,2024-01-19,114,2008.69,73.59,Delayed
O000983,P009,S002,W01,2025-05-02,2025-05-21,32,1364.13,231.97,Delayed
O000984,P480,S002,W06,2024-01-19,2024-01-31,67,4332.11,98.29,Delayed
O000985,P247,S072,W05,2024-03-20,2024-04-05,158,2044.97,49.39,Delayed
O000986,P200,S063,W17,2024-02-29,2024-03-05,129,1537.99,149.99,Delivered
O000987,P105,S092,W18,2023-06-10,2023-06-12,186,4150.32,233.83,Delivered
O000988,P470,S002,W15,2024-09-20,2024-09-23,18,3896.06,345.49,Delivered
O000989,P200,S001,W05,2025-06-13,2025-06-26,60,773.64,441.44,Delayed
O000990,P364,S092,W03,2024-05-04,2024-05-11,119,3146.72,62.6,Delivered
O000991,P446,S021,W09,2025-10-13,2025-10-26,49,4378.3,30.44,Delayed
O000992,P290,S022,W11,2023-11-23,2023-12-09,100,1301.57,145.38,Delayed
O000993,P113,S074,W18,2024-08-20,2024-09-03,128,2174.0,392.97,Delayed
O000994,P393,S080,W04,2025-10-11,2025-10-29,68,4357.37,219.93,Delayed
O000995,P458,S059,W18,2023-10-16,2023-10-29,96,3372.11,364.38,Delayed
O000996,P278,S019,W01,2024-08-15,2024-08-29,80,2909.98,222.8,Delayed
O000997,P127,S022,W08,2024-07-26,2024-08-04,113,39.55,131.13,Delayed
O000998,P077,S069,W06,2023-01-28,2023-02-05,84,2428.01,128.53,Delayed
O000999,P426,S022,W16,2025-08-11,2025-08-16,71,4572.03,374.26,Delivered
O001000,P499,S013,W02,2023-02-12,2023-02-19,107,1344.92,130.34,Delivered
O001001,P483,S083,W15,2024-02-27,2024-03-14,144,1689.33,320.16,Delayed
O001002,P200,S084,W01,2023-06-26,2023-07-06,99,3699.04,491.8,Delayed
O001003,P461,S003,W04,2024-06-12,2024-06-15,6,4392.7,27.43,Delivered
O001004,P227,S057,W18,2025-08-23,2025-09-09,183,1789.56,157.78,Delayed
O001005,P349,S082,W05,2023-07-17,2023-07-27,53,4936.25,70.13,Delayed
O001006,P254,S078,W19,2024-09-01,2024-09-12,182,426.16,305.1,Delayed
O001007,P202,S015,W09,2025-04-21,2025-05-01,16,1896.91,74.61,Delayed
O001008,P414,S021,W04,2025-05-02,2025-05-20,104,2489.86,160.11,Delayed
O001009,P123,S037,W05,2023-01-22,2023-01-23,195,3286.83,139.7,Delivered
O001010,P454,S017,W16,2025-12-16,2025-12-20,35,3174.13,455.39,Delivered
O001011,P285,S025,W19,2025-12-25,2025-12-28,177,4765.4,134.05,Delivered
O001012,P294,S075,W10,2025-04-21,2025-04-27,93,3954.52,359.08,Delivered
O001013,P005,S043,W12,2023-04-08,2023-04-14,115,3793.49,469.89,Delivered
O001014,P263,S050,W13,2024-03-10,2024-03-27,35,2156.16,422.15,Delayed
O001015,P395,S015,W16,2024-09-28,2024-10-17,92,511.68,40.9,Delayed
O001016,P212,S067,W04,2024-08-10,2024-08-27,77,1264.7,115.09,Delayed
O001017,P027,S030,W20,2023-12-10,2023-12-27,168,1586.16,440.61,Delayed
O001018,P063,S077,W05,2024-07-24,2024-08-10,56,503.18,101.76,Delayed
O001019,P079,S057,W20,2024-09-02,2024-09-05,196,2538.49,474.4,Delivered
O001020,P349,S007,W19,2023-08-31,2023-09-14,60,3989.4,36.3,Delayed
O001021,P268,S078,W16,2024-07-14,2024-07-16,84,836.84,479.33,Delivered
O001022,P443,S051,W04,2025-08-17,2025-08-21,111,3252.65,409.42,Delivered
O001023,P314,S018,W11,2023-02-01,2023-02-19,132,2342.5,54.86,Delayed
O001024,P294,S084,W13,2024-01-26,2024-01-28,119,4909.19,37.61,Delivered
O001025,P289,S080,W19,2023-10-04,2023-10-16,72,4898.46,180.08,Delayed
O001026,P419,S073,W11,2024-06-15,2024-06-30,71,3992.37,154.46,Delayed
O001027,P183,S054,W18,2024-01-18,2024-01-31,117,59.9,111.22,Delayed
O001028,P255,S048,W20,2025-12-27,2026-01-07,13,1730.43,197.2,Delayed
O001029,P059,S095,W09,2025-06-02,2025-06-09,84,2606.56,268.41,Delivered
O001030,P377,S025,W03,2023-08-02,2023-08-11,112,2417.01,99.58,Delayed
O001031,P044,S077,W01,2024-01-11,2024-01-26,50,1298.2,98.1,Delayed
O001032,P304,S082,W04,2025-01-13,2025-01-16,40,1157.0,193.41,Delivered
O001033,P353,S066,W17,2023-08-01,2023-08-11,38,2797.92,77.14,Delayed
O001034,P399,S018,W15,2023-03-20,2023-03-28,82,4545.81,212.56,Delayed
O001035,P228,S031,W17,2024-09-19,2024-09-25,182,1445.7,434.54,Delivered
O001036,P365,S020,W11,2024-08-26,2024-09-09,170,2404.98,350.83,Delayed
O001037,P183,S093,W15,2025-02-20,2025-02-26,69,4914.65,47.47,Delivered
O001038,P351,S058,W13,2025-09-27,2025-10-16,27,3082.28,444.85,Delayed
